0,yeong_do_all_3.png,yeong,do,all,3,2013 ~ 2020,0.65414476,5.302711,1.401614,1.8988774,0.6726920040464393,0.82017803
0,yeong_do_all_4.png,yeong,do,all,4,2013 ~ 2020,0.5876558,5.7070646,1.401614,1.8988774,0.6093551749266943,0.78061205
0,yeong_do_all_5.png,yeong,do,all,5,2013 ~ 2020,0.53825253,5.797756,1.401614,1.8988774,0.5609303948913293,0.74895287
0,yeong_do_train_3.png,yeong,do,train,3,2013 ~ 2020,0.66888916,2.8165717,1.2783972,1.7586315,0.6763167176335436,0.8223848
0,yeong_do_train_4.png,yeong,do,train,4,2013 ~ 2020,0.6066277,2.962814,1.2783972,1.7586315,0.6134115231767545,0.7832059
0,yeong_do_train_5.png,yeong,do,train,5,2013 ~ 2020,0.56305754,2.796816,1.2783972,1.7586315,0.5688271426305533,0.7542063
0,yeong_do_val_3.png,yeong,do,val,3,2013 ~ 2020,0.7009163,4.541904,1.4165978,1.9523737,0.7410554986336706,0.8608458
0,yeong_do_val_4.png,yeong,do,val,4,2013 ~ 2020,0.6385758,6.2818832,1.4165978,1.9523737,0.6962270373055759,0.8344022
0,yeong_do_val_5.png,yeong,do,val,5,2013 ~ 2020,0.5651914,7.7780395,1.4165978,1.9523737,0.6418486192190507,0.80115455
0,yeong_do_test_3.png,yeong,do,test,3,2013 ~ 2020,0.42142886,3.2894778,1.8665141,2.349659,0.43115087564288856,0.6566208
0,yeong_do_test_4.png,yeong,do,test,4,2013 ~ 2020,0.35583323,3.5430696,1.8665141,2.349659,0.36529285027413394,0.6043946
0,yeong_do_test_5.png,yeong,do,test,5,2013 ~ 2020,0.30194604,4.2343664,1.8665141,2.349659,0.31461279149880284,0.56090355
0,yeong_toc_all_3.png,yeong,toc,all,3,2013 ~ 2020,0.65298104,2.2337093,0.36274162,0.52387065,0.6644137828000254,0.8151158
0,yeong_toc_all_4.png,yeong,toc,all,4,2013 ~ 2020,0.58887184,2.3661637,0.36274162,0.52387065,0.6019420170421341,0.7758492
0,yeong_toc_all_5.png,yeong,toc,all,5,2013 ~ 2020,0.5387324,2.3068106,0.36274162,0.52387065,0.5499876767321474,0.74161154
0,yeong_toc_train_3.png,yeong,toc,train,3,2013 ~ 2020,0.64941376,1.8420212,0.3435097,0.5092181,0.6580837716025059,0.8112236
0,yeong_toc_train_4.png,yeong,toc,train,4,2013 ~ 2020,0.58541596,1.8347303,0.3435097,0.5092181,0.5948631699591402,0.77127373
0,yeong_toc_train_5.png,yeong,toc,train,5,2013 ~ 2020,0.53201115,1.5131683,0.3435097,0.5092181,0.5376005276420983,0.7332125
0,yeong_toc_val_3.png,yeong,toc,val,3,2013 ~ 2020,0.65139973,3.4541397,0.38015008,0.5316424,0.6803703820459219,0.8248457
0,yeong_toc_val_4.png,yeong,toc,val,4,2013 ~ 2020,0.60528386,4.2117457,0.38015008,0.5316424,0.6502128070445821,0.80635774
0,yeong_toc_val_5.png,yeong,toc,val,5,2013 ~ 2020,0.5617869,4.7566085,0.38015008,0.5316424,0.6230540902837589,0.78933775
0,yeong_toc_test_3.png,yeong,toc,test,3,2013 ~ 2020,0.4318683,4.391828,0.4069798,0.54992723,0.5089783497413833,0.7134272
0,yeong_toc_test_4.png,yeong,toc,test,4,2013 ~ 2020,0.25420737,4.8611007,0.4069798,0.54992723,0.366041178500609,0.6050134
0,yeong_toc_test_5.png,yeong,toc,test,5,2013 ~ 2020,0.16735768,5.089424,0.4069798,0.54992723,0.2916096792070597,0.54000896
0,yeong_tn_all_3.png,yeong,tn,all,3,2013 ~ 2020,0.867681,0.19853525,0.3508248,0.5080556,0.8677168236460062,0.9315132
0,yeong_tn_all_4.png,yeong,tn,all,4,2013 ~ 2020,0.8319404,0.42003947,0.3508248,0.5080556,0.832277896181072,0.91229266
0,yeong_tn_all_5.png,yeong,tn,all,5,2013 ~ 2020,0.80212295,0.29352337,0.3508248,0.5080556,0.8022889144232437,0.8957058
0,yeong_tn_train_3.png,yeong,tn,train,3,2013 ~ 2020,0.88794255,-0.20797138,0.2978366,0.43982267,0.8881235615731953,0.9424031
